,categorie,nom_recette,ingredients,preparation,nb_etape
95,dessert,Gâteau magique nature,"['50 cl de lait', ' 4 oeuf', ' 150 g de sucre en poudre', ' 1 sachet de sucre vanillé', ' 1 cuillère à soupe deau', ' 125 g de beurre', ' 110 g de farine', ' 1 pincée de sel']"," Les quantités sont pour un moule de diamètre 24 cm. Utiliser un moule en silicone ou un moule recouvert de papier cuisson. Préchauffer le four à 150°C. Séparer les blancs d’oeufs des jaunes. Mélanger les jaunes avec le sucre en poudre, le sucre vanillé et l'eau jusqu'à ce que ça blanchisse. Incorporer le beurre fondu. Ajouter la farine et le sel.  Une fois bien mélangé, rajouter petit à petit le lait en fouettant. Monter les blancs en neige ferme. L'ajouter délicatement au mélange précédent. Attention il ne faut pas que les blancs soit incorporés parfaitement, il faut qu'il reste pleins de petits morceaux de blancs. Versez la préparation dans le moule en lissant le dessus. Enfourner 50 minutes à 150°C. La préparation est liquide, elle a une apparence de ""pâte à crêpes avec grumeaux"". A la sortie du four le gâteau tremblote mais il est doré. Il faut attendre qu'il refroidisse pour qu'il se ""fige"". Il faut le laisser reposer dans le moule à température ambiante le temps qu'il ait suffisamment refroidi pour le mettre au frigo. Attendre 1h à 2h avant de le déguster. Démoulez et régalez-vous. La magie opère au moment de la cuisson. Si ça ne fonctionne pas il faut adapter le temps de cuisson en fonction du four.",17
100,dessert,Gâteau léger au fromage blanc,"['500 g de fromage blanc à 0% de matières grasses ', ' 50 g de farine', ' 40 g de sucre en poudre ou 30 g + 1 sachet de sucre vanillé ', ' 3 oeuf', ' zeste de citron', ' 1/2 cuillère à café dextrait de vanille', ' 1 cuillère à café de levure chimique', ' 1 pincée de sel']"," Dans un bol, mélanger la farine et la levure. Dans un grand saladier, mélanger les jaunes d'oeuf et le sucre et bien battre (si possible au batteur électrique). Rajouter le zeste de citron en petits morceaux et l'extrait de vanille. Re-battre, puis mettre au frais. Préchauffer le four à 180°C. Battre les blancs en neige avec une pincée de sel. Incorporer le fromage blanc au mélange jaunes d'oeufs- sucre, puis le mélange farine-levure. Bien mélanger. Puis rajouter délicatement les blancs d'oeufs. Verser la pâte dans un moule à manqué revêtu de papier sulfurisé. Faire cuire environ 20 minutes à 180°C (le dessus du gâteau doit être bien brun).",8
104,dessert,Flan coco,"['3 oeuf', ' 125 g de noix de coco', ' 400 g de lait concentré sucré', ' 400 ml de lait écrémé', ' caramel']", Séparer les jaunes des blancs d'oeufs. Verser le lait concentré sucré avec la même dose de lait écrémé.  Ajouter la noix de coco et mélanger le tout. Monter les blancs en neige. Les mélanger délicatement avec la pâte. Caraméliser le fond du moule. Faire cuire au four au bain-marie à thermostat 7-8 pendant 45 minutes.,5
106,dessert,Tarte aux mirabelles,"['1 pâte brisée', ' 750 g de mirabelle dénoyautées ', ' 50 g de beurre', ' 100 g de sucre en poudre', ' 1 oeuf']"," Etaler la pâte brisée dans un moule huilé. Piquer le fond. Disposer les mirabelles. Faire fondre le beurre et le sucre à feu doux. Hors du feu, ajouter l'oeuf battu. Verser sur les mirabelles Faire cuire au four à thermostat 5/6 (170°C) pendant 35 à 45 mn.",3
107,dessert,Gâteau au citron,"['250 g de sucre', ' 250 g de beurre', ' 350 g de farine', ' 4 oeuf', ' 1 citron', ' 1 cuillère à café de levure']"," Bien mélanger le sucre et le beurre en pommade. Puis ajouter les oeufs entiers, le zeste et le jus. Mélanger et ajouter enfin la farine, la levure et un peu de lait. Verser dans un moule à cake, beurré et fariné. Au four, thermostat 6-7 pendant 1h, four à gaz (four électrique thermostat 5-6) Démouler le gâteau à la sortie du four. Laisser refroidir. Le glacer avec l'autre moitié du jus du citron mélangé avec du sucre glace. Ce doit être assez épais. Il faut chauffer très légèrement ce glaçage.",3
109,dessert,Chausson aux pommes facile,"['1 pâte feuilletée', ' 1 pâte brisée', ' 4 pomme', ' 1 jaune doeuf']"," Eplucher et enlever les pépins des pommes. Faire dorer les pommes à la poêle. Etaler la pâte brisée sur 1 tôle et y mettre les pommes dorées (laisser 2 cm de bordure). Prendre la pâte feuilletée et la disposer sur les pommes puis souder les bords des 2 pâtes. A l'aide d'une fourchette, faire de petits trous sur la pâte feuilletée et badigeonner de jaune d'oeuf. Mettre au four préchauffé à thermostat 6/7 (200°C) pour 15 à 20 min.",5
115,dessert,Sorbet  fruit de la passion,"['125 g de sucre semoule', ' 8 fruit de la passion']"," La veille, préparer le sirop : dans une casserole, mettre le sucre et 12.5 cl d'eau. Porter à ébullition et laisser 30 secondes à gros bouillons. Laisser refroidir puis placer au frais. Le jour même, couper les fruits en deux en extraire la pulpe dans un chinois. Remuer avec une cuillère pour extraire le jus au maximum. Ajouter petit à petit 25 cl du sirop préparé la veille afin d'extraire encore la pulpe de fruits et continuer avec 25 cl d'eau. Placer dans la turbine préalablement refroidie et turbiner jusqu'à ce que le sorbet soit pris. Placer au congélateur jusqu'au moment de déguster.",3
118,dessert,Gâteau fondant aux poires,"['4 poire selon la taille ', ' 150 g de farine', ' 100 g de sucre en poudre', ' 2 oeuf', ' 10 cl de lait', ' 3 cuillère à soupe dhuile', ' 2 cuillère à café de levure chimique', ' sel', ' 80 g de beurre', ' 1 oeuf', ' 3 cuillère à soupe de sucre en poudre']"," Dans un saladier, mettez le sucre, deux oeufs et 1 pincée de sel. Fouettez le mélange jusqu'à ce que la préparation mousse et fasse un ruban. Incorporez la farine et la levure puis délayez la pâte avec le lait et l'huile. Faites chauffer votre four à thermostat 6 (180°C).  Versez la moitié de la pâte dans un moule de 24 cm de diamètre, préalablement beurré et fariné. Pelez et épépinez les poires, puis coupez-les en lamelles. Disposez ces lamelles sur la pâte au fur et à mesure, puis versez la seconde moitié de la pâte par-dessus. Enfournez et faites cuire 30 min. Préparez le mélange pour la finition. Faites fondre le beurre à feu doux. Dans un saladier, fouettez l'oeuf avec le sucre et, lorsque le mélange est parfaitement homogène, incorporez le beurre fondu. Au bout des 30 min de cuisson, sortez le gâteau du four et versez cette préparation à la surface. Replacez le gâteau dans le four pendant 20 min.",8
120,dessert,Crème dessert facile au chocolat,"['1 l de lait entier', ' 200 g de chocolat noir', ' 100 g de sucre ou moins ', ' 50 g de beurre', ' 40 g de farine']"," Mélanger farine et beurre fondu comme une béchamel, ajouter le lait bien mélanger. Ajouter le sucre après la cuisson du lait dans le roux blanc, puis mélanger à nouveau. Ajouter le chocolat cassé en petit morceaux, laisser chauffer 5 à 10 min, mélanger en faisant des 8 avec la cuillère en bois. Mettre dans des petits pots et réserver au frais. [NDSissi : au vu des commentaires, je pense que je n'ai pas assez précisé que la préparation devait bouillonner quelques minutes, une fois le chocolat ajouté, en tournant avec la cuillère en bois... C'est là que la crème prend sa consistance, qui ne sera  absolument pas liquide, mais qui n'est pas un flan non plus. La qualité gustative dépend de la qualité du chocolat utilisé bien sûr. Avec 1 litre de lait, on fait 8 petits pots comme sur la photo. On peut diviser les ingrédients par deux pour faire 4 petits pots , Ceci reste cependant un petit dessert familial qui se bonifie au frigo, meilleur encore 3 jours plus tard.",6
121,dessert,Rochers coco,"['125 g de noix de coco rapée', ' 100 g de sucre semoule', ' 2 blanc doeuf']", Monter les blancs d'oeufs en neige et y mettre une pincée de sel. Ajouter délicatement le sucre et la noix de coco mélangés. Former de petites pyramides et les placer sur une feuille de papier sulfurisé en prenant soin de suffisament les espacer. Cuire au four 15 à 30 min à 180°C (thermostat 6) en surveillant régulièrement. Ne pas attendre que les rochers refroidissent pour les décoller.,5
130,dessert,Crumble aux cerises,"['350 g de cerise dénoyautées ', ' 50 g de cassonade ou sucre brun ', ' 50 g de sucre semoule', ' 100 g de farine sans grumeaux ', ' 100 g de beurre froid ']"," Répartissez les cerises dans un moule à tarte beurré.  Mélangez la cassonade ou sucre brun, le sucre semoule, la farine et le beurre coupé en morceaux du bout des doigts --> jusqu'à ce que vous obteniez une pâte émiettée : un peu comme du sable..  Répartissez celle-ci sur les cerises. Enfournez le crumble 30 minutes au four préchauffé à 190°C et laissez refroidir avant de servir.",4
137,dessert,Tiramisu au chocolat sans café,"['3 oeuf', ' 75 g de sucre glace', ' 250 g de mascarpone', ' 300 ml de lait', ' cacao non sucré ', ' 24 biscuit à la cuillère environ ']"," 1- Battre les jaunes d'œufs avec le sucre jusqu'à obtention d'un mélange mousseux 2- Ajouter le mascarpone et bien mélanger 3- Battre les blancs en neige et les incorporer délicatement à la préparation 4- Faire tiédir le lait, y rajouter environ 4 cuillères bombées de cacao non sucré et bien mélanger 5- Imbiber rapidement les biscuits dans le lait chocolaté tiède 6- Disposer une première couche de biscuits imbibés, puis verser par dessus la moitié de la crème. Recommencer l'opération et finir par une couche de crème 7- Recouvrir le plat d'un film plastique et placer au frigo pendant 12h ou plus 8- Avant de déguster saupoudrer du cacao non sucré dessus! (ne pas mettre trop de cacao dessus)",8
139,dessert,Pâte à crèpes sans oeufs simple,"['250 g de farine', ' 50 cl de lait', ' 2 sachet de sucre vanillé', ' 50 g de beurre et un peu + pour graisser la poêle ']"," Mettre la farine dans un plat, ajouter le lait, battre au fouet électrique.  Ajouter le beurre fondu, le sucre vanillé et battre le tout. Laisser reposer 30 minutes. Graisser la poêle et cuire les crêpes (j'allume le four au minimum pour garder les crêpes au chaud).",4
143,dessert,Tarte aux pommes à l'Alsacienne,"['3 pomme selon la grosseur ', ' 1 pâte brisée', ' 2 oeuf', ' 25 cl de crème fraîche', ' 100 g de sucre en poudre', ' 1 sachet de sucre vanillé']"," Pelez et coupez les pommes en fines tranches Dans un saladier, mélangez le sucre, les oeufs, le sucre vanillé la crème fraîche Etalez la pâte dans un moule à tarte et piquez le fond à l'aide d'une fourchette. Disposez les pommes sur la pâte et versez le tout sur les pommes (ou versez uniquement la crème)  Puis disposer les lamelles de pommes roulées sur elles-même en roses. Enfournez environ 30 minutes, jusqu'à ce que la tarte prenne une belle couleur dorée. Déguster",7
144,dessert,Blondie,"['140 g de farine', ' 125 g de beurre', ' 180 g de chocolat', ' 40 g de sucre roux', ' 1 oeuf', ' 1 cuillère à café darôme vanille']"," Préchauffer le four à 180°C (thermostat6). Détailler le chocolat en pépites grossières.  Dans un saladier, battre le sucre et le beurre jusqu'à ce que le mélange blanchisse et mousse légèrement. Ajouter la farine, l'oeuf et la vanille et bien mélanger. Ajouter les pépites de chocolat et mélanger pour les incorporer dans la pâte.  Verser la préparation dans un moule beurré (d'environ 15 cm de diamète) et parsemer le reste de pépites de chocolat sur le dessus. Lisser légèrement la surface du gâteau avec une maryse. Enfourner 30 minutes.",4
146,dessert,Caramel liquide (se conserve sans durcir),"['1 cuillère à soupe de vinaigre', ' 500 g de sucre en poudre', ' 12.5 cl deau']"," Mettre le vinaigre + le sucre + 12,5 cl d'eau dans 1 casserole.  Faire chauffer à feu vif environ 15 min.  Quand le caramel blondit, baisser un peu le feu et ajouter très, très, très doucement 25 cl d'eau froide (attention aux éclaboussures).  Refaire chauffer 1 min à feu vif.",4
147,dessert,Gâteau poire chocolat,"['200 g de chocolat à cuire ', ' 150 g de beurre', ' 120 g de sucre en poudre', ' 3 oeuf', ' 130 g de farine', ' 1 cuillère à café de levure', ' 1 boîte de poire au sirop ']"," Faire fondre le chocolat et le beurre au micro-onde (ou dans une casserole). Verser dans un saladier et ajouter le sucre. Bien mélanger. Ensuite, séparer les blancs des jaunes d'oeufs et ajouter les jaunes. Ajouter la farine et la levure et mélanger. Battre les blancs d'oeufs en neige et les ajouter délicatement au mélange. Enfin, couper les poires en dés et les ajouter à la préparation. Beurrer un moule à manqué et y verser la préparation. Faire cuire 40 min au four à 180°C (thermostat 6).",8
149,dessert,Tarte aux framboises,"['300 g de farine tamisée ', ' 250 g de beurre demi-sel', ' 250 g de mascarpone', ' 100 g de fromage blanc à 40 % de mg ', ' 100 g de sucre', ' 300 g de framboise', ' 1 jus de citron', ' 50 g de sucre glace']"," Préparez une pâte sablée avec la farine et le beurre ramolli.  Etalez-la à la main dans un plat à tarte préalablement beurré.  Faire cuire à blanc pendant environ 30 mn à 160°C. Laissez refroidir.  Dans le bol du mixeur, mélangez la Mascarpone, le fromage blanc et le sucre.  Lorsque la pâte est refroidie, étalez la crème. Disposez dessus 250 g de framboises.  Mixez les 50 g de framboises restantes, le jus de citron et le sucre glace pour obtenir un coulis de framboise que vous servirez à part.  Laissez refroidir au réfrigérateur environ 2 heures.",7
150,dessert,Gâteau ou fondant au chocolat sans œuf,"['150 g de chocolat pâtissier', ' 200 g de farine', ' 75 g de beurre demi-sel', ' 25 cl de crème liquide entière ', ' 100 g de sucre en poudre']"," Préchauffez le four à 180°C (thermostat 6). Faites fondre au bain-marie le chocolat et le beurre tous deux coupés en petits morceaux. Quand la préparation est bien liquide, incorporez la crème et le sucre. Ajoutez la farine petit à petit en la tamisant, pour éviter les grumeaux. Beurrez et farinez votre moule, (j'ai pris un moule de 23 cm). Versez votre mélange dans le moule et hop, au four. La cuisson varie entre 15 et 30 min selon la consistance désirée (fondant ou sec). Laissez un peu refroidir pour démouler. Vous pouvez saupoudrer de sucre glace pour une présentation sympa. Bonne dégustation !",10
153,dessert,Clafoutis aux prunes reines-claude,"['3 oeuf', ' 110 g de sucre en poudre', ' 110 g de farine', ' 35 cl de lait', ' 1 cuillère à soupe de crème liquide semie-épaisse ', ' 30 g de beurre', ' 600 g de prune reines-claude ']", Battre les oeufs avec le sucre et ajouter la farine petit à petit. ajouter le lait et la crème ainsi que le beurre fondu ( quelques secondes au micro-ondes). Couper les prunes en 2 et enlever le noyau. Disposer les dans un plat beurré côté bombé au-dessus et napper avec la préparation. Mettre au four (200°) pendant environ 40 min (il faut qu'il soit un peu doré). A la sortie du four saupoudrer de sucre et laisser refroidir.,1
156,dessert,Le vrai Merveilleux,"['18 meringue rondes +/- 4cm ', ' 30 cl de crème fraîche à fouetter ', ' 2 cuillère à soupe de sucre glace', ' 4 cuillère à soupe de chocolat ou vermicelles ']"," Battre la crème fraîche avec le sucre. Elle doit être bien ferme. Prendre une meringue, déposer dessus environ 3 cm de crème. Déposer une autre meringue et écraser un tout petit peu. A l'aide d’une spatule, lisser le tour du merveilleux (au besoin, rajouter un peu de crème). Rouler dans les copeaux. Déposer sur une assiette et recouvrir la meringue du dessus d’un peu de crème, à l’aide d’une poche à douilles. Mettre quelques copeaux. Décorer, le dessus, de crème (poche à douilles), d’une fraise, ou autre…",7
